u_g,g_r,r_i,petro_radius,is_galaxy
1.1490142459033699,0.5798710873172004,0.03248217250256184,0.8539120402026764,0
0.9585207096486446,0.48492673658255375,0.08554813292844822,2.0542381689356004,0
1.1943065614302077,0.3119260739840348,0.020758007900003872,0.1503301897271921,0
1.4569089569224076,0.17061264445888522,0.06920384703609597,1.7486939155616992,0
0.9297539875829992,0.43964466272271796,-0.08936146669537856,0.28214297415654244,0
0.9297589129152458,0.3786970770843499,0.12132937073729386,0.213486472639357,0
1.4737638446522174,0.47903864400554647,0.10012054753622243,0.025830642606752448,0
1.2302304187458726,0.42703436033639386,0.01829113689318093,0.02710416837253274,0
0.8591576842195143,0.5099105430638671,0.16592456684324053,0.588846020978852,0
1.1627680130757894,0.1929529576878864,0.19375701376265586,0.3061791397719095,0
0.8609746921562613,0.5634788131268651,-0.06075598643689742,0.12842878401807567,0
0.860281073928923,0.33951992093847994,0.023727522143378574,0.47592049292871924,0
1.0725886814698102,0.7150521745250531,0.023085765021270174,0.14575008823830735,0
0.42601592660266063,0.1621624363820864,0.006009689889113531,0.4309388627103656,0
0.48252465024609015,0.6471927606330499,0.18294748419317486,0.2225257667094912,0
0.8313137412277082,0.33958215669252956,0.08061738612271965,0.8673651739398308,0
0.6961506638996728,0.16971639927711032,0.07354851586893893,0.8593367431283085,0
1.094274199778582,0.20322283318913567,-0.10038623644067535,0.3244220083708896,0
0.7275927773436368,0.23593053836113595,0.16354180302092264,0.2160219394899083,0
0.5763088895994126,0.3848331892803833,-0.023925839485347253,0.22514740243649117,0
1.4396946306764662,0.4045670976070999,0.10599326302663283,0.8192133421825596,0
0.9322671098540393,0.1852599992122842,0.12773769379581917,0.19888203081482578,0
1.0202584614063772,0.29512908154780343,0.2360658595838651,0.11726618780401754,0
0.572575544135963,0.7284540717223728,-0.030882039911911213,0.044245330864340744,0
0.8366851826424452,0.6455086340201424,-0.20195121558208254,0.3143291311554214,0
1.0332767769129598,0.3872647339348064,0.1183849544753695,0.3290175432324232,0
0.6547019267733092,0.30760069563364006,0.2800511181510854,0.9191385465563265,0
1.1127094055037017,0.32400626534365223,0.22389463529394374,0.12502534699439355,0
0.8198083930243585,0.4227035945460833,0.12096594152746258,0.23981795446533663,0
0.912491875062017,0.09544148696031887,0.05083638143679527,0.8261876831831261,0
0.819488016331181,0.24852469251533096,0.18071225966373106,0.8675674960755783,0
1.5556834553526813,-0.03371681477551791,0.0026453800295531404,0.24275040713585488,0
0.9959508325786198,0.37984462452105583,0.14763577693562194,0.30728263731820926,0
0.6826867213132299,0.4294391879405482,0.1505470159166627,0.18069006287531844,0
1.2467634736309567,0.2033627075401252,0.206020990749888,1.3482205126989522,0
0.6337469050086934,0.6147973526580066,0.3759660038911078,0.06314669130403347,0
1.0626590785014267,0.054846867399531735,0.13924159671787673,1.3571555523709793,0
0.4120989628360674,0.0071250239580359365,0.04910363742925013,0.5757952669500004,0
0.6015441853304708,0.3448903637119944,0.09744256878080056,0.37918659851665665,0
1.059058370760737,0.5094196605224309,-0.07690759048891183,0.016602135752814145,0
1.221539973998623,0.6367855382915737,0.030528686891094184,0.3227466325735994,0
1.0514104843569911,0.20822314742621198,0.0590717561886896,0.26191161814533487,0
0.9653055152835278,0.5157361666862591,0.04759116020654075,0.08790270372663538,0
0.9096688913232134,0.2922983060998586,0.1152354872033722,0.5341525194576521,0
0.5564434028897718,0.26547454001183607,0.017758006761779938,1.772838368881519,0
0.7840467374815874,0.4767319874973345,0.21210306673244717,0.41298376851761176,0
0.8618083687120638,0.4304645756826839,0.10002070649181971,0.6272003882624176,0
1.3171366678656746,-0.015278431396849923,0.09906996788613856,0.03545294966815855,0
1.1030854868705384,0.5953080699451792,0.06721052834870822,0.27035641137150757,0
0.4710879533911798,0.5760182708294903,0.11551906838589793,0.061851912398331085,0
1.0972251908184385,0.1748874596980941,0.18250982646676348,0.47440158415414646,0
0.8844753158751051,0.3791607066874818,0.013286978428909968,1.3942140179522913,0
0.7969233999082124,0.39880603725654773,0.03418835109247434,0.5420260016915132,0
1.1835028866522603,0.35213475316478143,0.06962739712233354,0.039956342567061584,0
1.3092998567487852,0.18993896923091597,-0.03458709234732149,0.21899379219915144,0
1.2793840357348596,0.16567532641238966,0.018074214027850227,0.3999914802101498,0
0.7482347430332085,0.2948891858017109,0.0523779126455341,0.25809311318943373,0
0.9072362872446357,0.5345458038518729,0.18743891807127278,0.8968126358031534,0
1.0993790294210692,0.4087200309188865,0.1262561329001925,0.8428113401910903,0
1.2926635381367078,0.22587713358277878,0.11935899113675444,0.4731572594850991,0
0.856247728646413,0.45433974212966893,0.18508979621679722,0.2337696901076391,0
0.9443023070008548,-0.26970852412601515,0.08626282116006034,0.14741133548511468,0
0.6680995077981915,0.5297531400744206,0.13904648499288896,0.0559544650176805,0
0.6411380127757988,-0.04794275575561996,0.08967782470675038,0.2191731722567041,0
1.2437577467182594,0.22751181171937357,0.12653623493996285,0.26651219939284987,0
1.406872008571247,0.0760660210747712,0.0417241342388418,0.5632326925124914,0
0.9783969635258999,0.04106370485581884,-0.14388171582764292,0.5367059868281256,0
1.3010598693676072,0.5321653574757039,0.08657208378136959,0.036343489389965566,0
1.1084908075142903,0.2064597597376217,0.24227481360999403,0.2514777666913536,0
0.8064640736184627,0.36930077634614317,0.19262154022415925,0.10031132271889609,0
1.108418681652524,0.2906158842241632,0.1965397484591171,0.08528308464195053,0
1.4614109699397908,0.3954081654446243,0.2236130721806218,0.8781058708598181,0
0.9892521882670146,0.31536437821205104,0.10886575909614375,0.02140950231550728,0
1.4693930967442017,0.043401555162286054,0.11973157074055957,0.27165966613329323,0
0.21407646877307673,0.499253363889428,0.03823481045656499,0.09208382334480893,0
1.2465707513125672,0.2012486833677375,0.06839271439729502,1.0573487596197597,0
1.0261141204714515,-0.011316379731950266,0.16157711497711416,0.407138482603557,0
0.9102977948602398,0.21437696780681748,0.22038844371688163,0.1315797039000406,0
1.0275282329606508,0.6001519581268622,0.08605537243190005,0.3490067883069041,0
0.4037293256197322,0.4700443484226986,0.05498107351485884,0.6574267822364975,0
0.9340984336487465,0.23026957311842816,0.10005279588565974,1.5864496757970012,0
1.1071337714535239,0.2301484591363142,0.16012067489291149,0.12451666157664186,0
1.4433682134224548,0.23567298975652345,-0.04438548161335418,1.0865762977530828,0
0.8445189345179058,0.7153495967121681,-0.1296180953137238,1.3613594879810318,0
0.7574519191320437,0.3763870904463107,0.04494631505084165,1.2409787685418447,0
0.8494728869246391,0.38600832943821395,-0.022071242591415866,0.5044968972670079,0
1.2746206353106222,0.5060566908063684,0.04918598023526891,0.4968838365187657,0
1.0986253328979054,0.3477578318053027,0.08522196811825285,0.2580955236241663,0
0.8410719388698884,0.24819157083585935,0.05467515909769866,0.6979660926578272,0
1.1539802299340067,0.26073003018300434,0.24524675344707456,0.37888980596113253,0
1.0291232648044122,0.2856797481171872,0.132674476460232,0.5657300669910428,0
1.2905934971598667,0.2925555526980317,0.13004743596108284,0.27970856970137054,0
0.7893840718367943,0.44552590872739595,0.16222071440434022,0.6574455979103181,0
0.9017013560206696,0.31038917716145986,-0.013883311778076918,0.8699769781963522,0
0.8823675540603527,0.4465280154431158,0.20391117874202688,0.07916752741484376,0
0.5609455155603644,0.2838566839782835,0.09242357134645401,0.8946703451395797,0
1.0888360831193729,0.3157270380632181,0.16704806172412126,0.38858681584589766,0
1.0783165816539668,-0.09964013690642154,-0.00718572330401554,0.9310885282174669,0
1.0015340369927384,0.4832655349404963,-0.05537587660160645,0.28220261254884177,0
0.9296238599874559,0.36929769517959854,0.18178896580250287,0.23824469651369423,0
0.5753887773848758,0.49960202197193043,0.13764095260975168,1.2329093890356795,0
0.8738064031703923,-0.2792510756387379,0.009794844564248964,0.14462115619560123,0
0.8971856450419692,0.7176749409561456,0.013033691872530562,0.9296306291709906,0
0.7593168192335144,0.27208207436896525,0.21254347844147695,0.3308441917498218,0
0.9516142865001973,0.5216365633475033,-0.018941189286732787,0.36087152910890263,0
1.1212152570443614,0.0920188145748938,0.26426729532559634,0.18442312989449156,0
1.565855770363159,0.4225547810125139,0.009937926535213124,0.4255350505635326,0
1.0523733438495517,0.08931688736526874,0.1638391925608383,0.19667776021999342,0
1.0772651172168293,0.17524620786083894,0.06713815242510154,0.02003062856136337,0
0.9776662252701498,0.6828062707733573,0.16031874310823432,0.15872615752575572,0
0.4243686354102876,0.2618635198473307,0.04558859978858074,0.0031997382229143655,0
0.9920458373652349,0.34348657463594456,0.08372070939277058,1.9164854800767621,0
1.018069062982308,0.4740135461377508,0.10409191753957212,1.6869936262375718,0
1.7389726337455857,0.3991363775945209,-0.00021874557814727247,0.25139177196934487,0
0.9422917105656632,0.3300837810287153,0.1740824345420126,0.6516587890408427,0
1.0904642027000837,0.3729922004932451,0.04867864335284148,0.21217574292857033,0
0.989586469088427,0.780683117047655,0.07714000846599814,0.555990360274469,0
0.6493965887141404,0.2884762405932829,0.0005650625391487724,0.8184817523676712,0
1.342846844354506,0.3402198093429935,-0.15623336587953104,1.4664373762425988,0
1.2255799098060323,0.5101308792015224,0.0808972237399831,0.25558973972415766,0
1.237309584112914,0.5211051865915968,0.34126154216129156,0.7646160312407585,0
0.7271837635615783,0.537406061112076,0.1784604287898024,0.15457438820776304,0
1.4208382932808297,0.4277460444058369,0.09807396202656055,2.319482619614794,0
0.5794446811623157,0.07139901745390326,0.07371091707917324,0.013053725868436596,0
1.1760571281400811,0.6266863064602193,0.10224658928120464,0.4625759462519728,0
1.6571366877429936,0.07073092139626239,0.154711911517521,0.5386788604024059,0
0.7028391024607935,0.3605270930478066,-0.01808128153088448,0.5824490590486503,0
0.8301106811191684,0.14914482999612838,0.21143216946688723,0.06413694948500309,0
1.0298954095262924,0.28717233068140147,0.1715381315441244,1.3946012527945164,0
0.8489573037651402,0.3657524820606961,0.17181857257079347,0.09994750205818287,0
0.5348009706801602,0.3642714430900546,0.14384757388097275,0.48742810127701885,0
1.0205688924418082,0.38438415084705696,0.101961665769399,0.12594906445104131,0
0.6813088858821685,0.6227422538117294,0.167286123596682,0.1835188093194587,0
